3.1a,Menu Launch Time,1.2321000000000002,PASS,2016-06-07 16:35:32
3.1,Menu Launch Time,2.7639000000000005,PASS,2016-06-07 16:48:01
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0,FAIL,2016-06-07 17:47:36
4a,VOD Launch Time,0.0,FAIL,2016-06-07 19:14:14
4a,VOD Launch Time,0.0,FAIL,2016-06-07 19:34:50
3.1a,Menu Launch Time,1.6650000000000003,PASS,2016-06-07 19:41:09
3.1,Menu Launch Time,1.6983000000000001,PASS,2016-06-07 19:45:14
3.1,Menu Launch Time,2.2977000000000003,PASS,2016-06-07 19:49:54
3.1,Menu Launch Time,2.3310000000000004,PASS,2016-06-07 19:56:27
3.1a,Menu Launch Time,1.3653000000000002,PASS,2016-06-13 17:05:43
3.2a,GuideLaunchTimeMsrmentWithoutPIP,1.6983,PASS,2016-06-13 17:08:15
3.3,Info Launch,0.7326,PASS,2016-06-13 17:10:07
3.4,DVR Launch,2.7306,PASS,2016-06-13 17:14:19
4a,VOD Launch Time,0.0,FAIL,2016-06-13 17:24:04
4b,VOD Launch Without Barker CH Display Time,0.0,FAIL,2016-06-13 17:31:38
1b,Measure Ten Channel Change Time,29.004300000000004,PASS,2016-06-21 00:52:51
1b,Measure Ten Channel Change Time,19.3806,FAIL,2016-06-21 03:19:38
1b,Measure Ten Channel Change Time,24.941699999999997,PASS,2016-06-21 05:36:38
1b,Measure Ten Channel Change Time,28.305,FAIL,2016-06-21 08:01:29
1b,Measure Ten Channel Change Time,27.039600000000007,FAIL,2016-06-21 10:34:42
1b,Measure Ten Channel Change Time,28.338300000000004,PASS,2016-06-21 12:47:35
1b,Measure Ten Channel Change Time,20.512800000000002,FAIL,2016-06-21 17:06:23
1b,Measure Ten Channel Change Time,27.805500000000006,PASS,2016-06-21 18:40:44
1b,Measure Ten Channel Change Time,28.271700000000003,PASS,2016-06-21 20:22:48
3.1a,Menu Launch Time,0.5328,PASS,2016-06-21 22:21:23
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.9324,PASS,2016-06-21 22:23:36
3.3,Info Launch,0.23310000000000003,PASS,2016-06-21 22:25:02
3.4,DVR Launch,0.4662,FAIL,2016-06-21 22:35:53
4b,VOD Launch Without Barker CH Display Time,5.2614,PASS,2016-06-21 22:46:33
3.1a,Menu Launch Time,0.5328,PASS,2016-06-21 22:48:03
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-21 22:50:17
3.3,Info Launch,0.23310000000000003,PASS,2016-06-21 22:51:37
3.4,DVR Launch,0.4329,FAIL,2016-06-21 23:02:55
4b,VOD Launch Without Barker CH Display Time,2.2311,PASS,2016-06-21 23:07:47
3.1a,Menu Launch Time,0.5661,PASS,2016-06-21 23:09:31
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-21 23:11:31
3.3,Info Launch,0.2664,PASS,2016-06-21 23:12:52
3.4,DVR Launch,0.4329,FAIL,2016-06-21 23:24:08
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-21 23:29:24
3.1a,Menu Launch Time,0.5994,PASS,2016-06-21 23:31:27
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.9657,PASS,2016-06-21 23:33:50
3.3,Info Launch,0.2664,PASS,2016-06-21 23:35:13
3.4,DVR Launch,0.4662,FAIL,2016-06-21 23:45:57
4b,VOD Launch Without Barker CH Display Time,2.3643,PASS,2016-06-21 23:50:59
3.1a,Menu Launch Time,0.5994,PASS,2016-06-21 23:52:54
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-21 23:55:12
3.3,Info Launch,0.23310000000000003,PASS,2016-06-21 23:56:35
3.4,DVR Launch,0.4662,FAIL,2016-06-22 00:07:13
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-22 00:12:12
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 00:14:15
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 00:16:09
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 00:17:29
3.4,DVR Launch,0.4329,FAIL,2016-06-22 00:29:10
4b,VOD Launch Without Barker CH Display Time,2.3976,PASS,2016-06-22 00:34:23
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 00:35:59
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-22 00:37:58
3.3,Info Launch,0.2664,PASS,2016-06-22 00:39:22
3.4,DVR Launch,0.3663,FAIL,2016-06-22 00:50:49
4b,VOD Launch Without Barker CH Display Time,3.3300000000000005,PASS,2016-06-22 00:57:17
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 00:58:59
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.6993,PASS,2016-06-22 01:00:50
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 01:02:04
3.4,DVR Launch,0.3663,FAIL,2016-06-22 01:13:08
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-22 01:18:01
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 01:19:29
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7992,PASS,2016-06-22 01:21:54
3.3,Info Launch,1.0323,PASS,2016-06-22 01:24:52
3.4,DVR Launch,0.4662,FAIL,2016-06-22 01:36:45
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 01:41:53
3.1a,Menu Launch Time,0.49950000000000006,PASS,2016-06-22 01:43:38
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 01:45:35
3.3,Info Launch,0.2664,PASS,2016-06-22 01:47:07
3.4,DVR Launch,0.4329,FAIL,2016-06-22 01:58:09
4b,VOD Launch Without Barker CH Display Time,4.761900000000001,PASS,2016-06-22 02:07:29
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 02:09:18
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7992,PASS,2016-06-22 02:11:23
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 02:12:49
3.4,DVR Launch,0.3996,FAIL,2016-06-22 02:23:58
4b,VOD Launch Without Barker CH Display Time,2.3643,PASS,2016-06-22 02:29:40
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 02:31:26
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 02:33:20
3.3,Info Launch,0.0333,PASS,2016-06-22 02:34:17
3.4,DVR Launch,0.4329,FAIL,2016-06-22 02:45:09
4b,VOD Launch Without Barker CH Display Time,2.2311,PASS,2016-06-22 02:50:09
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 02:52:01
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.666,PASS,2016-06-22 02:53:56
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 02:55:16
3.4,DVR Launch,0.4329,FAIL,2016-06-22 03:06:41
4b,VOD Launch Without Barker CH Display Time,2.2311,PASS,2016-06-22 03:11:40
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 03:13:24
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 03:15:33
3.3,Info Launch,0.19980000000000003,PASS,2016-06-22 03:16:54
3.4,DVR Launch,0.3663,FAIL,2016-06-22 03:27:54
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 03:32:57
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 03:34:42
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-22 03:36:52
3.3,Info Launch,0.2664,PASS,2016-06-22 03:38:21
3.4,DVR Launch,0.4662,FAIL,2016-06-22 03:49:15
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-22 03:54:30
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 03:56:14
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-22 03:58:21
3.3,Info Launch,0.2664,PASS,2016-06-22 03:59:51
3.4,DVR Launch,0.4662,FAIL,2016-06-22 04:11:29
4b,VOD Launch Without Barker CH Display Time,2.2644,PASS,2016-06-22 04:17:04
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 04:19:25
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0,FAIL,2016-06-22 04:31:06
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 04:32:25
3.4,DVR Launch,0.4662,FAIL,2016-06-22 04:44:23
4b,VOD Launch Without Barker CH Display Time,2.2644,PASS,2016-06-22 04:49:07
3.1a,Menu Launch Time,0.49950000000000006,PASS,2016-06-22 04:50:53
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0,FAIL,2016-06-22 05:02:40
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 05:04:07
3.4,DVR Launch,0.4329,FAIL,2016-06-22 05:15:34
4b,VOD Launch Without Barker CH Display Time,2.4309000000000003,PASS,2016-06-22 05:20:48
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 05:22:34
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.333,PASS,2016-06-22 05:23:53
3.3,Info Launch,0.2664,PASS,2016-06-22 05:25:09
3.4,DVR Launch,0.3996,FAIL,2016-06-22 05:36:21
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 05:41:40
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 05:43:25
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 05:45:31
3.3,Info Launch,0.2664,PASS,2016-06-22 05:46:56
3.4,DVR Launch,0.4329,FAIL,2016-06-22 05:57:26
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-22 06:02:26
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 06:04:19
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 06:06:30
3.3,Info Launch,0.2664,PASS,2016-06-22 06:08:01
3.4,DVR Launch,0.4662,FAIL,2016-06-22 06:18:35
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 06:23:34
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 06:25:21
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 06:27:32
3.3,Info Launch,0.2664,PASS,2016-06-22 06:29:01
3.4,DVR Launch,0.4329,FAIL,2016-06-22 06:39:44
4b,VOD Launch Without Barker CH Display Time,2.4642000000000004,PASS,2016-06-22 06:45:07
3.1a,Menu Launch Time,0.46620000000000006,PASS,2016-06-22 06:46:42
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.6993,PASS,2016-06-22 06:48:49
3.3,Info Launch,0.2664,PASS,2016-06-22 06:50:20
3.4,DVR Launch,0.4329,FAIL,2016-06-22 07:01:54
4b,VOD Launch Without Barker CH Display Time,2.2644,PASS,2016-06-22 07:06:54
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 07:08:47
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 07:10:54
3.3,Info Launch,0.2664,PASS,2016-06-22 07:12:07
3.4,DVR Launch,0.3996,FAIL,2016-06-22 07:23:26
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 07:29:03
3.1a,Menu Launch Time,0.6327,PASS,2016-06-22 07:31:05
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 07:33:05
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 07:34:29
3.4,DVR Launch,0.4329,FAIL,2016-06-22 07:44:41
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 07:50:21
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 07:52:37
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.666,PASS,2016-06-22 07:54:56
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 07:56:22
3.4,DVR Launch,1.4985,FAIL,2016-06-22 08:07:29
4b,VOD Launch Without Barker CH Display Time,2.2644,PASS,2016-06-22 08:12:28
3.1a,Menu Launch Time,0.5994,PASS,2016-06-22 08:14:24
3.2a,GuideLaunchTimeMsrmentWithoutPIP,1.5318,PASS,2016-06-22 08:17:54
3.3,Info Launch,0.2664,PASS,2016-06-22 08:19:17
3.4,DVR Launch,0.333,FAIL,2016-06-22 08:30:40
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-22 08:35:24
3.1a,Menu Launch Time,0.49950000000000006,PASS,2016-06-22 08:36:57
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-22 08:38:49
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 08:40:16
3.4,DVR Launch,0.4329,FAIL,2016-06-22 08:51:43
4b,VOD Launch Without Barker CH Display Time,2.1645000000000003,PASS,2016-06-22 08:56:10
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 08:57:57
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-22 08:59:57
3.3,Info Launch,0.2664,PASS,2016-06-22 09:01:18
3.4,DVR Launch,0.4662,FAIL,2016-06-22 09:11:11
4b,VOD Launch Without Barker CH Display Time,2.4309000000000003,PASS,2016-06-22 09:16:14
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 09:17:53
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.6993,PASS,2016-06-22 09:19:46
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 09:20:55
3.4,DVR Launch,0.4662,FAIL,2016-06-22 09:29:27
4b,VOD Launch Without Barker CH Display Time,2.1978000000000004,PASS,2016-06-22 09:33:52
3.1a,Menu Launch Time,0.5994,PASS,2016-06-22 09:35:43
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.6993,PASS,2016-06-22 09:37:51
3.3,Info Launch,0.2664,PASS,2016-06-22 09:39:01
3.4,DVR Launch,0.4662,FAIL,2016-06-22 09:46:47
4b,VOD Launch Without Barker CH Display Time,2.2311,PASS,2016-06-22 09:50:30
3.1a,Menu Launch Time,0.5994,PASS,2016-06-22 09:52:08
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.999,PASS,2016-06-22 09:54:31
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 09:55:44
3.4,DVR Launch,0.4662,FAIL,2016-06-22 10:04:36
4b,VOD Launch Without Barker CH Display Time,2.2311,PASS,2016-06-22 10:07:14
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 10:08:24
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 10:10:05
3.3,Info Launch,0.0333,PASS,2016-06-22 10:10:57
3.4,DVR Launch,0.4329,FAIL,2016-06-22 10:19:31
4b,VOD Launch Without Barker CH Display Time,2.3310000000000004,PASS,2016-06-22 10:22:18
3.1a,Menu Launch Time,1.5651000000000002,PASS,2016-06-22 10:24:27
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 10:26:17
3.3,Info Launch,0.19980000000000003,PASS,2016-06-22 10:27:20
3.4,DVR Launch,0.4662,FAIL,2016-06-22 10:35:27
4b,VOD Launch Without Barker CH Display Time,2.2644,PASS,2016-06-22 10:38:32
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 10:39:46
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 10:41:15
3.3,Info Launch,0.333,PASS,2016-06-22 10:42:23
3.4,DVR Launch,0.666,FAIL,2016-06-22 10:49:25
4b,VOD Launch Without Barker CH Display Time,2.2644,PASS,2016-06-22 10:53:20
3.1a,Menu Launch Time,0.9990000000000001,PASS,2016-06-22 10:55:29
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.6993,PASS,2016-06-22 10:57:12
3.3,Info Launch,0.19980000000000003,PASS,2016-06-22 10:58:13
3.4,DVR Launch,0.4662,FAIL,2016-06-22 11:04:00
4b,VOD Launch Without Barker CH Display Time,5.028300000000001,PASS,2016-06-22 11:09:35
3.1a,Menu Launch Time,0.5994,PASS,2016-06-22 11:10:56
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 11:12:29
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 11:13:33
3.4,DVR Launch,0.4329,FAIL,2016-06-22 11:21:36
4b,VOD Launch Without Barker CH Display Time,2.1978000000000004,PASS,2016-06-22 11:24:18
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 11:25:28
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.6993,PASS,2016-06-22 11:26:47
3.3,Info Launch,0.2664,PASS,2016-06-22 11:27:54
3.4,DVR Launch,0.4662,FAIL,2016-06-22 11:34:26
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 11:38:08
3.1a,Menu Launch Time,0.49950000000000006,PASS,2016-06-22 11:39:25
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.666,PASS,2016-06-22 11:40:58
3.3,Info Launch,0.5661,PASS,2016-06-22 11:42:31
3.4,DVR Launch,0.4662,FAIL,2016-06-22 11:48:15
4b,VOD Launch Without Barker CH Display Time,2.5641000000000003,PASS,2016-06-22 11:51:35
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 11:53:01
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.666,PASS,2016-06-22 11:54:37
3.3,Info Launch,0.19980000000000003,PASS,2016-06-22 11:55:43
3.4,DVR Launch,0.4662,FAIL,2016-06-22 12:01:54
4b,VOD Launch Without Barker CH Display Time,2.1978000000000004,PASS,2016-06-22 12:05:02
3.1a,Menu Launch Time,0.5328,PASS,2016-06-22 12:06:25
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7326,PASS,2016-06-22 12:07:54
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 12:08:59
3.4,DVR Launch,0.4662,FAIL,2016-06-22 12:16:19
4b,VOD Launch Without Barker CH Display Time,2.2311,PASS,2016-06-22 12:19:26
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 12:20:39
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.666,PASS,2016-06-22 12:22:05
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 12:23:07
3.4,DVR Launch,0.4662,FAIL,2016-06-22 12:29:29
4b,VOD Launch Without Barker CH Display Time,2.2977000000000003,PASS,2016-06-22 12:31:46
3.1a,Menu Launch Time,0.5661,PASS,2016-06-22 12:32:57
3.2a,GuideLaunchTimeMsrmentWithoutPIP,0.7659,PASS,2016-06-22 12:34:18
3.3,Info Launch,0.23310000000000003,PASS,2016-06-22 12:35:22
3.4,DVR Launch,0.4662,FAIL,2016-06-22 12:42:19
4b,VOD Launch Without Barker CH Display Time,2.3976,PASS,2016-06-22 12:45:16
